user_id,signup_date,marketplace_side,device,acquisition_source,signup_completed,profile_completed,search_completed,listing_completed,booking_completed,payment_completed,activated,revenue,cohort_month,profile_dropoff,search_dropoff,listing_dropoff,booking_dropoff,payment_dropoff,activation_dropoff,total_funnel_activity
U10230,2025-06-17,Supply,Web,Social,1,1,1,0,0,0,0,0.0,2025-06,0,0,1,0,0,0,3
U10231,2025-05-08,Demand,Ios,Referral,1,1,1,0,0,0,0,0.0,2025-05,0,0,1,1,0,0,3
U10232,2025-02-08,Supply,Ios,Referral,1,0,0,0,0,0,0,0.0,2025-02,1,0,0,0,0,0,1
U10233,2025-03-23,Demand,Android,Partner,1,1,1,0,0,0,0,0.0,2025-03,0,0,1,1,0,0,3
U10234,2025-04-14,Supply,Ios,Organic,1,1,0,0,0,0,0,0.0,2025-04,0,1,1,0,0,0,2
U10235,2025-05-09,Supply,Ios,Paid Search,1,1,0,1,0,0,0,0.0,2025-05,0,1,0,1,0,0,3
U10236,2025-01-11,Demand,Web,Partner,1,1,0,0,0,0,0,0.0,2025-01,0,1,1,0,0,0,2
U10237,2025-06-27,Supply,Ios,Paid Search,1,1,1,0,0,0,0,0.0,2025-06,0,0,1,0,0,0,3
U10238,2025-05-31,Supply,Web,Paid Search,1,1,0,1,0,0,0,0.0,2025-05,0,1,0,1,0,0,3
U10239,2025-06-08,Supply,Ios,Organic,1,1,0,1,1,1,0,2787.0,2025-06,0,1,0,0,0,1,5
U10240,2025-02-11,Demand,Android,Referral,1,1,1,1,0,0,0,0.0,2025-02,0,0,0,1,0,0,4
U10241,2025-04-09,Demand,Ios,Social,1,1,1,0,1,1,1,2202.0,2025-04,0,0,1,0,0,0,6
U10242,2025-01-07,Supply,Ios,Paid Search,1,1,0,0,0,0,0,0.0,2025-01,0,1,1,0,0,0,2
U10243,2025-05-24,Demand,Ios,Paid Search,1,1,1,0,0,0,0,0.0,2025-05,0,0,1,1,0,0,3
U10244,2025-03-31,Demand,Android,Organic,1,1,1,1,0,0,0,0.0,2025-03,0,0,0,1,0,0,4
U10245,2025-04-22,Supply,Android,Organic,1,1,0,1,0,0,0,0.0,2025-04,0,1,0,1,0,0,3
U10246,2025-03-01,Supply,Web,Partner,1,0,0,0,0,0,0,0.0,2025-03,1,0,0,0,0,0,1
U10247,2025-04-23,Supply,Ios,Referral,1,1,1,1,1,1,1,4377.0,2025-04,0,0,0,0,0,0,7
U10248,2025-01-02,Supply,Web,Paid Search,1,1,0,1,1,1,1,2411.0,2025-01,0,1,0,0,0,0,6
U10249,2025-05-09,Demand,Ios,Organic,1,1,1,0,1,1,1,2836.0,2025-05,0,0,1,0,0,0,6
U10250,2025-02-17,Supply,Ios,Paid Search,1,1,0,1,0,0,0,0.0,2025-02,0,1,0,1,0,0,3
U10251,2025-05-20,Demand,Ios,Partner,1,1,1,0,1,1,1,1908.0,2025-05,0,0,1,0,0,0,6
U10252,2025-02-06,Demand,Web,Paid Search,1,0,0,0,0,0,0,0.0,2025-02,1,0,0,0,0,0,1
U10253,2025-06-09,Supply,Ios,Organic,1,0,0,0,0,0,0,0.0,2025-06,1,0,0,0,0,0,1
U10254,2025-01-09,Demand,Ios,Paid Search,1,1,1,0,1,1,1,3932.0,2025-01,0,0,1,0,0,0,6
U10255,2025-04-09,Supply,Android,Social,1,1,0,0,0,0,0,0.0,2025-04,0,1,1,0,0,0,2
U10256,2025-05-27,Demand,Android,Referral,1,1,1,1,1,1,1,2544.0,2025-05,0,0,0,0,0,0,7
U10257,2025-02-17,Demand,Ios,Social,1,1,1,0,0,0,0,0.0,2025-02,0,0,1,1,0,0,3
U10258,2025-05-11,Demand,Android,Paid Search,1,1,1,1,1,1,1,1193.0,2025-05,0,0,0,0,0,0,7
U10259,2025-05-28,Demand,Android,Partner,1,1,1,1,0,0,0,0.0,2025-05,0,0,0,1,0,0,4
U10260,2025-06-01,Supply,Android,Paid Search,1,0,0,0,0,0,0,0.0,2025-06,1,0,0,0,0,0,1
U10261,2025-02-23,Demand,Android,Organic,1,1,1,0,1,1,1,2583.0,2025-02,0,0,1,0,0,0,6
U10262,2025-04-30,Demand,Android,Referral,1,1,1,0,0,0,0,0.0,2025-04,0,0,1,1,0,0,3
U10263,2025-06-10,Demand,Android,Organic,1,1,1,0,0,0,0,0.0,2025-06,0,0,1,1,0,0,3
U10264,2025-06-01,Demand,Web,Partner,1,1,1,0,1,1,1,2471.0,2025-06,0,0,1,0,0,0,6
U10265,2025-04-26,Demand,Ios,Social,1,1,1,0,1,1,1,633.0,2025-04,0,0,1,0,0,0,6
U10266,2025-03-16,Supply,Android,Paid Search,1,1,1,0,0,0,0,0.0,2025-03,0,0,1,0,0,0,3
U10267,2025-04-23,Supply,Android,Referral,1,1,1,1,1,0,0,0.0,2025-04,0,0,0,0,1,0,5
U10268,2025-06-13,Demand,Ios,Organic,1,1,1,0,0,0,0,0.0,2025-06,0,0,1,1,0,0,3
U10269,2025-06-15,Supply,Android,Social,1,1,0,0,0,0,0,0.0,2025-06,0,1,1,0,0,0,2
U10270,2025-04-14,Demand,Web,Referral,1,1,1,0,1,0,0,0.0,2025-04,0,0,1,0,1,0,4
U10271,2025-03-25,Demand,Ios,Organic,1,0,0,0,0,0,0,0.0,2025-03,1,0,0,0,0,0,1
U10272,2025-04-22,Supply,Web,Paid Search,1,1,0,1,0,0,0,0.0,2025-04,0,1,0,1,0,0,3
U10273,2025-04-09,Supply,Android,Organic,1,1,1,0,0,0,0,0.0,2025-04,0,0,1,0,0,0,3
U10274,2025-06-02,Demand,Ios,Referral,1,0,0,0,0,0,0,0.0,2025-06,1,0,0,0,0,0,1
U10275,2025-04-03,Supply,Android,Referral,1,1,1,1,1,1,1,2350.0,2025-04,0,0,0,0,0,0,7
U10276,2025-05-26,Demand,Web,Organic,1,1,1,0,1,1,1,1234.0,2025-05,0,0,1,0,0,0,6
U10277,2025-05-08,Supply,Ios,Partner,1,1,1,1,1,1,1,2953.0,2025-05,0,0,0,0,0,0,7
U10278,2025-04-20,Demand,Android,Organic,1,0,0,0,0,0,0,0.0,2025-04,1,0,0,0,0,0,1
U10279,2025-03-23,Supply,Android,Organic,1,1,0,1,1,0,0,0.0,2025-03,0,1,0,0,1,0,4
U10280,2025-02-23,Demand,Android,Organic,1,1,1,1,1,1,1,2815.0,2025-02,0,0,0,0,0,0,7
U10281,2025-06-12,Demand,Ios,Social,1,1,1,0,0,0,0,0.0,2025-06,0,0,1,1,0,0,3
U10282,2025-06-18,Demand,Android,Referral,1,1,1,0,1,0,0,0.0,2025-06,0,0,1,0,1,0,4
U10283,2025-06-10,Supply,Ios,Paid Search,1,1,0,0,0,0,0,0.0,2025-06,0,1,1,0,0,0,2
U10284,2025-03-09,Demand,Android,Organic,1,1,1,0,1,1,0,3819.0,2025-03,0,0,1,0,0,1,5
U10285,2025-02-02,Demand,Ios,Organic,1,1,1,0,1,0,0,0.0,2025-02,0,0,1,0,1,0,4
U10286,2025-05-22,Supply,Web,Referral,1,1,1,0,0,0,0,0.0,2025-05,0,0,1,0,0,0,3
U10287,2025-01-21,Supply,Ios,Social,1,1,0,0,0,0,0,0.0,2025-01,0,1,1,0,0,0,2
U10288,2025-02-17,Supply,Ios,Partner,1,1,1,0,0,0,0,0.0,2025-02,0,0,1,0,0,0,3
U10289,2025-05-28,Demand,Android,Organic,1,0,0,0,0,0,0,0.0,2025-05,1,0,0,0,0,0,1
U10290,2025-05-08,Demand,Android,Paid Search,1,1,1,0,1,1,1,3862.0,2025-05,0,0,1,0,0,0,6
U10291,2025-05-16,Demand,Ios,Partner,1,1,1,1,0,0,0,0.0,2025-05,0,0,0,1,0,0,4
U10292,2025-05-15,Supply,Android,Referral,1,1,0,1,1,1,1,2279.0,2025-05,0,1,0,0,0,0,6
U10293,2025-05-25,Supply,Android,Social,1,1,1,0,0,0,0,0.0,2025-05,0,0,1,0,0,0,3
U10294,2025-05-08,Demand,Android,Organic,1,0,0,0,0,0,0,0.0,2025-05,1,0,0,0,0,0,1
U10295,2025-02-02,Demand,Android,Partner,1,0,0,0,0,0,0,0.0,2025-02,1,0,0,0,0,0,1
U10296,2025-06-25,Demand,Android,Social,1,0,0,0,0,0,0,0.0,2025-06,1,0,0,0,0,0,1
U10297,2025-04-25,Supply,Web,Partner,1,1,0,1,1,1,1,4760.0,2025-04,0,1,0,0,0,0,6
U10298,2025-04-29,Demand,Android,Paid Search,1,1,1,0,0,0,0,0.0,2025-04,0,0,1,1,0,0,3
U10299,2025-01-22,Supply,Ios,Referral,1,1,1,0,0,0,0,0.0,2025-01,0,0,1,0,0,0,3
U10300,2025-06-07,Supply,Android,Partner,1,1,0,0,0,0,0,0.0,2025-06,0,1,1,0,0,0,2
U10301,2025-02-07,Demand,Ios,Organic,1,1,1,0,1,1,1,3364.0,2025-02,0,0,1,0,0,0,6
U10302,2025-04-19,Demand,Android,Referral,1,0,0,0,0,0,0,0.0,2025-04,1,0,0,0,0,0,1
U10303,2025-02-20,Demand,Web,Social,1,1,1,0,0,0,0,0.0,2025-02,0,0,1,1,0,0,3
U10304,2025-01-08,Supply,Web,Social,1,1,0,1,0,0,0,0.0,2025-01,0,1,0,1,0,0,3
U10305,2025-01-27,Supply,Android,Partner,1,1,1,1,0,0,0,0.0,2025-01,0,0,0,1,0,0,4
U10306,2025-01-27,Demand,Web,Organic,1,0,0,0,0,0,0,0.0,2025-01,1,0,0,0,0,0,1
U10307,2025-01-21,Demand,Web,Social,1,1,1,0,1,1,1,2338.0,2025-01,0,0,1,0,0,0,6
U10308,2025-01-30,Supply,Web,Social,1,1,0,1,0,0,0,0.0,2025-01,0,1,0,1,0,0,3
U10309,2025-04-07,Supply,Web,Organic,1,0,0,0,0,0,0,0.0,2025-04,1,0,0,0,0,0,1
U10310,2025-01-28,Supply,Android,Referral,1,1,0,1,1,1,1,762.0,2025-01,0,1,0,0,0,0,6
U10311,2025-04-21,Demand,Ios,Referral,1,1,1,0,1,1,0,1160.0,2025-04,0,0,1,0,0,1,5
U10312,2025-03-02,Supply,Android,Referral,1,1,1,1,0,0,0,0.0,2025-03,0,0,0,1,0,0,4
U10313,2025-02-17,Supply,Android,Partner,1,1,0,1,1,0,0,0.0,2025-02,0,1,0,0,1,0,4
U10314,2025-05-27,Supply,Web,Paid Search,1,1,0,1,1,0,0,0.0,2025-05,0,1,0,0,1,0,4
U10315,2025-01-04,Supply,Android,Social,1,1,1,0,0,0,0,0.0,2025-01,0,0,1,0,0,0,3
U10316,2025-02-04,Supply,Ios,Partner,1,1,1,1,0,0,0,0.0,2025-02,0,0,0,1,0,0,4
U10317,2025-02-18,Demand,Web,Referral,1,1,0,0,0,0,0,0.0,2025-02,0,1,1,0,0,0,2
U10318,2025-01-17,Supply,Web,Social,1,1,0,1,1,1,1,1315.0,2025-01,0,1,0,0,0,0,6
U10319,2025-06-21,Demand,Web,Referral,1,1,1,1,1,0,0,0.0,2025-06,0,0,0,0,1,0,5
U10320,2025-06-07,Supply,Android,Social,1,1,0,0,0,0,0,0.0,2025-06,0,1,1,0,0,0,2
U10321,2025-02-15,Demand,Android,Organic,1,1,1,1,0,0,0,0.0,2025-02,0,0,0,1,0,0,4
U10322,2025-04-27,Demand,Android,Partner,1,1,1,0,0,0,0,0.0,2025-04,0,0,1,1,0,0,3
U10323,2025-01-06,Demand,Android,Organic,1,0,0,0,0,0,0,0.0,2025-01,1,0,0,0,0,0,1
U10324,2025-04-09,Demand,Android,Referral,1,1,0,0,0,0,0,0.0,2025-04,0,1,1,0,0,0,2
U10325,2025-05-04,Supply,Android,Social,1,1,0,1,0,0,0,0.0,2025-05,0,1,0,1,0,0,3
U10326,2025-02-06,Supply,Web,Referral,1,1,1,1,1,1,1,1504.0,2025-02,0,0,0,0,0,0,7
U10327,2025-01-24,Demand,Ios,Paid Search,1,0,0,0,0,0,0,0.0,2025-01,1,0,0,0,0,0,1
U10328,2025-04-03,Demand,Android,Referral,1,1,1,1,1,1,0,2525.0,2025-04,0,0,0,0,0,1,6
U10329,2025-02-15,Demand,Ios,Social,1,1,1,1,1,1,1,3633.0,2025-02,0,0,0,0,0,0,7
U10330,2025-04-05,Demand,Android,Organic,1,1,1,0,0,0,0,0.0,2025-04,0,0,1,1,0,0,3
U10331,2025-04-09,Demand,Android,Organic,1,1,1,0,1,1,0,4721.0,2025-04,0,0,1,0,0,1,5
U10332,2025-04-26,Demand,Ios,Referral,1,1,1,0,0,0,0,0.0,2025-04,0,0,1,1,0,0,3
U10333,2025-06-09,Supply,Ios,Referral,1,1,1,1,1,0,0,0.0,2025-06,0,0,0,0,1,0,5
U10334,2025-06-10,Demand,Ios,Organic,1,0,0,0,0,0,0,0.0,2025-06,1,0,0,0,0,0,1
U10335,2025-03-08,Demand,Android,Referral,1,1,1,1,1,1,1,2104.0,2025-03,0,0,0,0,0,0,7
U10336,2025-05-08,Supply,Web,Referral,1,1,1,0,0,0,0,0.0,2025-05,0,0,1,0,0,0,3
U10337,2025-01-18,Demand,Ios,Organic,1,1,1,0,0,0,0,0.0,2025-01,0,0,1,1,0,0,3
U10338,2025-01-25,Supply,Ios,Paid Search,1,1,1,0,0,0,0,0.0,2025-01,0,0,1,0,0,0,3
U10339,2025-02-23,Demand,Ios,Partner,1,0,0,0,0,0,0,0.0,2025-02,1,0,0,0,0,0,1
U10340,2025-02-27,Supply,Web,Organic,1,1,0,1,1,1,1,2849.0,2025-02,0,1,0,0,0,0,6
U10341,2025-03-08,Demand,Ios,Paid Search,1,1,1,0,0,0,0,0.0,2025-03,0,0,1,1,0,0,3
U10342,2025-04-14,Demand,Ios,Paid Search,1,1,1,0,0,0,0,0.0,2025-04,0,0,1,1,0,0,3
U10343,2025-06-23,Supply,Web,Referral,1,1,0,0,0,0,0,0.0,2025-06,0,1,1,0,0,0,2
U10344,2025-01-24,Demand,Ios,Social,1,1,1,0,0,0,0,0.0,2025-01,0,0,1,1,0,0,3
U10345,2025-04-24,Demand,Android,Referral,1,1,1,0,1,0,0,0.0,2025-04,0,0,1,0,1,0,4
U10346,2025-02-01,Demand,Ios,Paid Search,1,1,0,0,0,0,0,0.0,2025-02,0,1,1,0,0,0,2
U10347,2025-06-24,Supply,Android,Organic,1,1,0,0,0,0,0,0.0,2025-06,0,1,1,0,0,0,2
U10348,2025-03-27,Supply,Android,Paid Search,1,1,0,1,1,0,0,0.0,2025-03,0,1,0,0,1,0,4
U10349,2025-05-31,Supply,Ios,Paid Search,1,1,1,0,0,0,0,0.0,2025-05,0,0,1,0,0,0,3
U10350,2025-05-07,Demand,Web,Organic,1,1,0,0,0,0,0,0.0,2025-05,0,1,1,0,0,0,2
U10351,2025-06-04,Demand,Web,Referral,1,1,1,0,1,1,1,4942.0,2025-06,0,0,1,0,0,0,6
U10352,2025-05-10,Demand,Android,Partner,1,1,1,0,0,0,0,0.0,2025-05,0,0,1,1,0,0,3
U10353,2025-01-17,Demand,Ios,Referral,1,1,0,1,0,0,0,0.0,2025-01,0,1,0,0,0,0,3
U10354,2025-04-14,Demand,Android,Paid Search,1,1,1,0,0,0,0,0.0,2025-04,0,0,1,1,0,0,3
U10355,2025-06-10,Demand,Web,Partner,1,1,0,1,0,0,0,0.0,2025-06,0,1,0,0,0,0,3
U10356,2025-05-17,Supply,Web,Social,1,0,0,0,0,0,0,0.0,2025-05,1,0,0,0,0,0,1
U10357,2025-02-12,Demand,Ios,Paid Search,1,1,1,0,1,1,1,556.0,2025-02,0,0,1,0,0,0,6
U10358,2025-06-25,Supply,Web,Social,1,1,1,0,0,0,0,0.0,2025-06,0,0,1,0,0,0,3
U10359,2025-02-08,Demand,Ios,Social,1,1,1,1,0,0,0,0.0,2025-02,0,0,0,1,0,0,4
U10360,2025-06-19,Demand,Ios,Referral,1,1,1,1,0,0,0,0.0,2025-06,0,0,0,1,0,0,4
U10361,2025-01-26,Demand,Android,Referral,1,1,1,0,1,0,0,0.0,2025-01,0,0,1,0,1,0,4
U10362,2025-04-09,Supply,Android,Referral,1,0,0,0,0,0,0,0.0,2025-04,1,0,0,0,0,0,1
U10363,2025-02-19,Supply,Ios,Partner,1,1,0,0,0,0,0,0.0,2025-02,0,1,1,0,0,0,2
U10364,2025-06-02,Supply,Ios,Paid Search,1,0,0,0,0,0,0,0.0,2025-06,1,0,0,0,0,0,1
U10365,2025-06-01,Supply,Android,Organic,1,1,1,1,0,0,0,0.0,2025-06,0,0,0,1,0,0,4
U10366,2025-01-13,Supply,Web,Social,1,1,0,1,1,0,0,0.0,2025-01,0,1,0,0,1,0,4
U10367,2025-03-01,Demand,Android,Paid Search,1,1,1,1,1,0,0,0.0,2025-03,0,0,0,0,1,0,5
U10368,2025-05-15,Demand,Ios,Organic,1,0,0,0,0,0,0,0.0,2025-05,1,0,0,0,0,0,1
U10369,2025-02-26,Supply,Ios,Paid Search,1,1,0,1,1,0,0,0.0,2025-02,0,1,0,0,1,0,4
U10370,2025-02-05,Supply,Ios,Referral,1,0,0,0,0,0,0,0.0,2025-02,1,0,0,0,0,0,1
U10371,2025-06-22,Supply,Ios,Social,1,0,0,0,0,0,0,0.0,2025-06,1,0,0,0,0,0,1
U10372,2025-01-20,Demand,Android,Organic,1,0,0,0,0,0,0,0.0,2025-01,1,0,0,0,0,0,1
U10373,2025-03-06,Demand,Android,Social,1,1,1,0,0,0,0,0.0,2025-03,0,0,1,1,0,0,3
U10374,2025-01-08,Demand,Ios,Paid Search,1,1,0,1,0,0,0,0.0,2025-01,0,1,0,0,0,0,3
U10375,2025-05-24,Demand,Ios,Organic,1,1,1,0,0,0,0,0.0,2025-05,0,0,1,1,0,0,3
U10376,2025-05-22,Demand,Android,Partner,1,1,1,0,1,1,1,3258.0,2025-05,0,0,1,0,0,0,6
U10377,2025-04-25,Demand,Ios,Paid Search,1,1,1,0,1,1,1,976.0,2025-04,0,0,1,0,0,0,6
U10378,2025-05-23,Supply,Android,Referral,1,1,0,1,1,0,0,0.0,2025-05,0,1,0,0,1,0,4
U10379,2025-04-02,Demand,Ios,Referral,1,1,1,0,1,1,1,2859.0,2025-04,0,0,1,0,0,0,6
U10380,2025-04-08,Supply,Web,Social,1,1,1,1,1,0,0,0.0,2025-04,0,0,0,0,1,0,5
U10381,2025-03-07,Demand,Android,Referral,1,1,1,0,1,1,1,2082.0,2025-03,0,0,1,0,0,0,6
U10382,2025-02-01,Supply,Android,Organic,1,1,1,0,0,0,0,0.0,2025-02,0,0,1,0,0,0,3
U10383,2025-03-27,Demand,Ios,Organic,1,1,1,0,0,0,0,0.0,2025-03,0,0,1,1,0,0,3
U10384,2025-02-20,Demand,Ios,Referral,1,1,1,0,1,1,0,1998.0,2025-02,0,0,1,0,0,1,5
U10385,2025-06-02,Demand,Ios,Social,1,1,1,0,1,1,1,1248.0,2025-06,0,0,1,0,0,0,6
U10386,2025-03-04,Demand,Web,Referral,1,1,0,0,0,0,0,0.0,2025-03,0,1,1,0,0,0,2
U10387,2025-05-05,Supply,Web,Organic,1,1,0,0,0,0,0,0.0,2025-05,0,1,1,0,0,0,2
U10388,2025-05-30,Supply,Web,Organic,1,1,0,0,0,0,0,0.0,2025-05,0,1,1,0,0,0,2
U10389,2025-02-27,Supply,Ios,Referral,1,1,0,1,1,1,1,4563.0,2025-02,0,1,0,0,0,0,6
U10390,2025-02-27,Supply,Ios,Partner,1,1,0,1,1,0,0,0.0,2025-02,0,1,0,0,1,0,4
U10391,2025-03-27,Demand,Android,Referral,1,1,1,0,1,1,1,1608.0,2025-03,0,0,1,0,0,0,6
U10392,2025-02-18,Supply,Android,Partner,1,1,1,1,0,0,0,0.0,2025-02,0,0,0,1,0,0,4
U10393,2025-06-29,Demand,Ios,Paid Search,1,1,1,1,0,0,0,0.0,2025-06,0,0,0,1,0,0,4
U10394,2025-06-19,Demand,Android,Organic,1,1,1,0,1,1,1,575.0,2025-06,0,0,1,0,0,0,6
U10395,2025-03-11,Demand,Web,Partner,1,1,1,0,1,1,0,3228.0,2025-03,0,0,1,0,0,1,5
U10396,2025-01-15,Supply,Ios,Referral,1,1,1,1,0,0,0,0.0,2025-01,0,0,0,1,0,0,4
U10397,2025-02-23,Demand,Ios,Social,1,1,1,0,1,1,1,3709.0,2025-02,0,0,1,0,0,0,6
U10398,2025-04-11,Demand,Android,Partner,1,1,1,0,1,1,1,1881.0,2025-04,0,0,1,0,0,0,6
U10399,2025-01-08,Demand,Android,Organic,1,1,1,0,1,0,0,0.0,2025-01,0,0,1,0,1,0,4
U10400,2025-02-22,Demand,Android,Organic,1,1,1,0,1,0,0,0.0,2025-02,0,0,1,0,1,0,4
U10401,2025-03-01,Demand,Android,Social,1,1,1,0,0,0,0,0.0,2025-03,0,0,1,1,0,0,3
U10402,2025-04-18,Supply,Android,Referral,1,1,0,0,0,0,0,0.0,2025-04,0,1,1,0,0,0,2
U10403,2025-01-05,Demand,Ios,Organic,1,0,0,0,0,0,0,0.0,2025-01,1,0,0,0,0,0,1
U10404,2025-04-13,Supply,Web,Organic,1,1,1,0,0,0,0,0.0,2025-04,0,0,1,0,0,0,3
U10405,2025-01-06,Supply,Web,Organic,1,1,0,1,1,1,1,827.0,2025-01,0,1,0,0,0,0,6
U10406,2025-04-19,Supply,Ios,Social,1,1,0,0,0,0,0,0.0,2025-04,0,1,1,0,0,0,2
U10407,2025-04-26,Supply,Android,Organic,1,1,0,0,0,0,0,0.0,2025-04,0,1,1,0,0,0,2
U10408,2025-04-04,Supply,Web,Referral,1,1,0,0,0,0,0,0.0,2025-04,0,1,1,0,0,0,2
U10409,2025-02-16,Supply,Web,Paid Search,1,1,1,1,1,1,1,2797.0,2025-02,0,0,0,0,0,0,7
U10410,2025-04-09,Demand,Android,Referral,1,1,1,0,0,0,0,0.0,2025-04,0,0,1,1,0,0,3
U10411,2025-02-24,Demand,Ios,Organic,1,0,0,0,0,0,0,0.0,2025-02,1,0,0,0,0,0,1
U10412,2025-06-17,Demand,Android,Social,1,1,1,0,0,0,0,0.0,2025-06,0,0,1,1,0,0,3
U10413,2025-02-21,Supply,Web,Organic,1,1,1,1,1,1,1,3836.0,2025-02,0,0,0,0,0,0,7
U10414,2025-05-24,Supply,Web,Social,1,0,0,0,0,0,0,0.0,2025-05,1,0,0,0,0,0,1
U10415,2025-01-13,Demand,Android,Partner,1,1,1,1,0,0,0,0.0,2025-01,0,0,0,1,0,0,4
U10416,2025-04-24,Supply,Web,Referral,1,1,1,1,1,1,1,715.0,2025-04,0,0,0,0,0,0,7
U10417,2025-05-04,Supply,Ios,Paid Search,1,1,1,1,0,0,0,0.0,2025-05,0,0,0,1,0,0,4
U10418,2025-04-16,Demand,Web,Referral,1,1,1,0,0,0,0,0.0,2025-04,0,0,1,1,0,0,3
U10419,2025-06-07,Supply,Android,Referral,1,1,1,1,0,0,0,0.0,2025-06,0,0,0,1,0,0,4
U10420,2025-05-27,Demand,Web,Partner,1,0,0,0,0,0,0,0.0,2025-05,1,0,0,0,0,0,1
U10421,2025-05-25,Demand,Android,Partner,1,1,0,0,0,0,0,0.0,2025-05,0,1,1,0,0,0,2
U10422,2025-04-30,Supply,Android,Referral,1,1,1,1,1,1,1,4752.0,2025-04,0,0,0,0,0,0,7
U10423,2025-03-04,Supply,Android,Paid Search,1,0,0,0,0,0,0,0.0,2025-03,1,0,0,0,0,0,1
U10424,2025-01-19,Demand,Web,Partner,1,1,0,1,0,0,0,0.0,2025-01,0,1,0,0,0,0,3
U10425,2025-04-02,Demand,Web,Partner,1,1,1,0,1,1,0,3311.0,2025-04,0,0,1,0,0,1,5
U10426,2025-02-27,Supply,Web,Paid Search,1,1,0,0,0,0,0,0.0,2025-02,0,1,1,0,0,0,2
U10427,2025-03-31,Demand,Web,Referral,1,0,0,0,0,0,0,0.0,2025-03,1,0,0,0,0,0,1
U10428,2025-04-27,Supply,Android,Organic,1,1,0,1,1,1,0,1598.0,2025-04,0,1,0,0,0,1,5
U10429,2025-03-03,Demand,Android,Partner,1,1,0,0,0,0,0,0.0,2025-03,0,1,1,0,0,0,2
U10430,2025-01-23,Demand,Android,Organic,1,1,1,0,1,0,0,0.0,2025-01,0,0,1,0,1,0,4
U10431,2025-05-07,Supply,Android,Paid Search,1,1,1,1,0,0,0,0.0,2025-05,0,0,0,1,0,0,4
U10432,2025-05-17,Supply,Android,Referral,1,0,0,0,0,0,0,0.0,2025-05,1,0,0,0,0,0,1
U10433,2025-05-20,Supply,Android,Organic,1,1,0,1,0,0,0,0.0,2025-05,0,1,0,1,0,0,3
U10434,2025-05-09,Supply,Android,Referral,1,1,1,1,0,0,0,0.0,2025-05,0,0,0,1,0,0,4
U10435,2025-02-27,Supply,Android,Partner,1,0,0,0,0,0,0,0.0,2025-02,1,0,0,0,0,0,1
U10436,2025-05-02,Demand,Android,Organic,1,1,1,0,1,0,0,0.0,2025-05,0,0,1,0,1,0,4
U10437,2025-01-01,Supply,Android,Paid Search,1,1,1,1,0,0,0,0.0,2025-01,0,0,0,1,0,0,4
U10438,2025-02-03,Demand,Web,Organic,1,1,1,0,1,1,0,4525.0,2025-02,0,0,1,0,0,1,5
U10439,2025-04-06,Demand,Ios,Organic,1,1,1,0,1,1,1,4154.0,2025-04,0,0,1,0,0,0,6
U10440,2025-05-06,Demand,Web,Referral,1,1,1,0,1,1,0,3751.0,2025-05,0,0,1,0,0,1,5
U10441,2025-04-28,Demand,Android,Paid Search,1,0,0,0,0,0,0,0.0,2025-04,1,0,0,0,0,0,1
U10442,2025-02-17,Supply,Android,Organic,1,1,0,1,1,1,1,1107.0,2025-02,0,1,0,0,0,0,6
U10443,2025-03-30,Demand,Web,Referral,1,1,1,1,0,0,0,0.0,2025-03,0,0,0,1,0,0,4
U10444,2025-04-27,Demand,Android,Organic,1,1,1,0,1,1,0,4427.0,2025-04,0,0,1,0,0,1,5
U10445,2025-05-09,Supply,Android,Referral,1,1,1,1,1,1,1,2652.0,2025-05,0,0,0,0,0,0,7
U10446,2025-01-16,Supply,Android,Partner,1,1,1,1,1,1,1,1046.0,2025-01,0,0,0,0,0,0,7
U10447,2025-03-10,Demand,Android,Partner,1,1,1,0,1,0,0,0.0,2025-03,0,0,1,0,1,0,4
U10448,2025-01-22,Supply,Android,Referral,1,0,0,0,0,0,0,0.0,2025-01,1,0,0,0,0,0,1
U10449,2025-04-03,Supply,Android,Paid Search,1,1,1,1,0,0,0,0.0,2025-04,0,0,0,1,0,0,4
U10450,2025-03-17,Supply,Ios,Partner,1,1,0,1,1,1,0,2322.0,2025-03,0,1,0,0,0,1,5
U10451,2025-06-03,Supply,Android,Organic,1,1,0,1,1,1,1,3621.0,2025-06,0,1,0,0,0,0,6
U10452,2025-05-24,Demand,Android,Social,1,0,0,0,0,0,0,0.0,2025-05,1,0,0,0,0,0,1
U10453,2025-06-28,Demand,Web,Partner,1,1,1,0,1,1,1,3572.0,2025-06,0,0,1,0,0,0,6
U10454,2025-03-27,Demand,Android,Organic,1,1,0,0,0,0,0,0.0,2025-03,0,1,1,0,0,0,2
U10455,2025-01-29,Supply,Android,Organic,1,1,1,1,1,0,0,0.0,2025-01,0,0,0,0,1,0,5
U10456,2025-03-10,Supply,Web,Partner,1,0,0,0,0,0,0,0.0,2025-03,1,0,0,0,0,0,1
U10457,2025-02-16,Demand,Android,Paid Search,1,1,0,0,0,0,0,0.0,2025-02,0,1,1,0,0,0,2
U10458,2025-04-04,Supply,Android,Unknown,1,1,1,0,0,0,0,0.0,2025-04,0,0,1,0,0,0,3
U10459,2025-05-24,Supply,Ios,Organic,1,1,1,0,0,0,0,0.0,2025-05,0,0,1,0,0,0,3
U10460,2025-06-25,Demand,Android,Referral,1,1,1,0,0,0,0,0.0,2025-06,0,0,1,1,0,0,3
U10461,2025-03-26,Supply,Ios,Paid Search,1,1,1,1,0,0,0,0.0,2025-03,0,0,0,1,0,0,4
